WS_001_FLOW_MEAN,WS_001_FLOW_MIN,WS_001_FLOW_MAX,WS_001_CONC_MEAN,WS_001_CONC_MIN,WS_001_CONC_MAX,DMW_FLOW_MEAN,DMW_FLOW_MIN,DMW_FLOW_MAX,ALK_FLOW_MEAN,ALK_FLOW_MIN,ALK_FLOW_MAX,WS_002_FLOW_MEAN,WS_002_FLOW_MIN,WS_002_FLOW_MAX,WS_002_CONC_MEAN,WS_002_CONC_MIN,WS_002_CONC_MAX,RPM_MEAN,RPM_MIN,RPM_MAX,PLANT_A,BAD_YIELD
87.314226,87.462261,87.280037,59.99936999999999,59.921,60.0641,92.311498,92.315439,92.300842,87.957784,88.105276,87.92965699999999,87.920632,88.091202,87.87284,22.006944,22.0,23.0,5010.232292000001,5009.78,5010.61,1,GOOD
87.102262,87.290196,87.017004,64.998019,64.8381,65.2537,92.93055,92.934958,92.91834,86.45354499999999,86.63842,86.425383,86.501747,86.688098,86.472822,10.583333,10.0,11.0,5009.822986,5007.32,5010.35,1,BAD
87.193889,87.37622900000001,87.19236,65.000069,64.9114,65.0714,92.93055,92.934958,92.91834,87.957784,88.105276,87.92965699999999,87.92277299999999,88.08534499999999,87.886081,19.0,19.0,19.0,5009.13,5008.59,5009.87,1,GOOD
91.487537,91.591823,91.48857199999999,29.999957000000002,29.95,30.062,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.481775,91.555587,91.443761,52.270833,52.0,53.0,5008.148193999999,5007.46,5008.85,0,GOOD
91.500364,91.591823,91.48857199999999,29.975776,27.3125,30.1699,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.484027,91.54961899999999,91.452123,53.8125,53.0,54.0,5009.496458,5008.81,5009.99,0,GOOD
87.179839,87.37622900000001,87.104682,65.00070600000001,64.8253,65.2067,92.93055,92.934958,92.91834,86.45354499999999,86.63842,86.425383,86.495271,86.683249,86.46517800000001,10.979167,10.0,11.0,5008.525486,5004.47,5010.7,1,BAD
91.47959499999999,91.41975699999999,91.400894,30.001939,29.9298,30.098,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.48096,91.553459,91.445851,53.291667000000004,53.0,54.0,5008.907569,5008.34,5009.6,0,GOOD
87.05767,87.204164,87.017004,64.999402,64.8432,65.136,92.93055,92.934958,92.91834,86.45354499999999,86.63842,86.425383,86.496868,86.684063,86.467824,10.854167,10.0,12.0,5011.035764,5010.42,5011.39,0,BAD
91.704387,91.763888,91.663928,30.000066999999998,29.9203,30.0417,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.481444,91.533288,91.45530600000001,53.298611,53.0,54.0,5006.600208,5005.14,5008.43,1,GOOD
91.614593,91.67785500000001,91.57625,29.999395,29.9391,30.0896,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.48506400000001,91.547676,91.445329,54.006944,54.0,55.0,5008.028611,5006.9,5008.61,1,GOOD
87.05095,87.290196,87.017004,65.00030799999999,64.8418,65.176,92.93055,92.934958,92.91834,86.45354499999999,86.63842,86.425383,86.49852800000001,86.692757,86.465125,10.888889,9.0,12.0,5010.954583,5010.75,5011.07,1,BAD
87.122419,87.290196,87.104682,65.000975,64.8571,65.1711,92.93055,92.934958,92.91834,86.45354499999999,86.63842,86.425383,86.496756,86.69460699999999,86.458683,8.25,8.0,9.0,5009.117569,5008.69,5009.47,0,BAD
